name,provider_name,abn,slug,email,phone,website,government_listing_url,address_line_1,address_line_2,suburb,state,postcode,latitude,longitude,status,source_primary,facility_type,beds,one_line_description,long_description,overview_heading,provider_overview,accommodation_summary,pricing_summary,care_types,specialties,languages,room_types,feature_tags,other_tags,hero_badges,services_included,amenities,allied_health,food_highlights,visiting_hours,admissions_process,waiting_list_summary,transport_notes,nearby_hospitals,faq_items,review_summary,review_count,primary_photo_url,gallery_image_urls,rad_from,rad_to,dap_from,dap_to,availability_status,active_vacancies,website_says_vacancies,website_checked_at,website_source_url,facility_confirmed_vacancies,facility_confirmed_at,facility_confirmation_source,conflict_flag,verified_at,last_profile_scan_at,internal_notes,facility_row_id,primary_photo_id,gallery_photo_ids,primary_photo_local_path,gallery_photo_local_paths
Regis Chelmer,Regis Aged Care Pty Ltd,,regis-chelmer,advice@regis.com.au,1300 998 100,https://www.regis.com.au/residence/regis-chelmer/,https://www.myagedcare.gov.au/find-a-provider/search/0pdkwgctt-regis-aged-care-pty-ltd/aged-care-homes/regis-chelmer-lb869rknz,35 VICTORIA Avenue,,CHELMER,QLD,4068,,,active,myagedcare,residential_aged_care,,,"Regis Chelmer is a purpose-built ageing-in-place home inside a faithfully restored 1890s mansion, topped with a magnificent rooftop Club lounge which opened late 2017.",,,,,,,,Availability|Private Superior|Private Deluxe|Private Premium,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 54% satisfaction; offsite,,,,,,,,,,,,,184.39,184.39,unknown,,unknown,,,unknown,,,,,2026-03-19T18:25:35.878Z,,,,,,
Kawana Waters Care Community,DPG Services Pty Ltd,,kawana-waters-care-community,contact.centre@opalhealthcare.com.au,07 5390 5100,https://www.opalhealthcare.com.au/residential-aged-care/kawana-waters,https://www.myagedcare.gov.au/find-a-provider/search/g3ykfyhcd-dpg-services-pty-ltd/aged-care-homes/kawana-waters-care-community-796p9c8r8,1 REFLECTION Crescent,,BIRTINYA,QLD,4575,,,active,myagedcare,residential_aged_care,,,"Kawana Waters Care Community is located in the heart of the Sunshine Coast and our beautifully appointed modern Care Community has a lakeside setting, landscaped gardens and terraced balconies that provide a multitude of spacious and light-filled indoor and outdoor spaces to share with family and friends. With an excellent reputation for clinical care, we are sought after both by families with specific care needs for loved ones, and student nurses seeking training placements with our registered nurses and care teams.",,,,,,,,Availability|Classic|Superior|Premium|Deluxe|Suite|Superior Companion,,,,Nursing|Medication management,,,$13/day spend; 67% satisfaction; prepared onsite,,,,,,,,,,,,,82.79,125.75,unknown,,unknown,,,unknown,,,,,2026-03-19T18:27:25.293Z,,,,,,
Blue Care Kingaroy Canowindra Aged Care Facility,UnitingCare Queensland Limited,,blue-care-kingaroy-canowindra-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/kingaroy-canowindra,https://www.myagedcare.gov.au/find-a-provider/search/1ssg18q4-unitingcare-queensland-limited/aged-care-homes/blue-care-kingaroy-canowindra-aged-care-kwswzrf3,43 WINDSOR Circle,,KINGAROY,QLD,4610,,,active,myagedcare,residential_aged_care,,,,,,,,Dementia,,,Availability|Room 1 - Single room + private ensuite|Room 2 - Single room + shared ensuite|Room 2 - Single room + shared ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,100.60,106.89,unknown,,unknown,,,unknown,,,,,2026-03-19T18:27:57.120Z,,,,,,
Lutheran Services - Tabeel,LUTHERAN CHURCH OF AUSTRALIA QUEENSLAND DISTRICT,,lutheran-services-tabeel,tabeel@lutheranservices.org.au,07 5466 8300,http://www.lutheranservices.org.au/aged-care/tabeel/,https://www.myagedcare.gov.au/find-a-provider/search/rddtrk5b-lutheran-church-of-australia-queensland/aged-care-homes/lutheran-services-tabeel-3szs3pl,27 AMBROSE Street,,LAIDLEY,QLD,4341,,,active,myagedcare,residential_aged_care,,,"Located in the Lockyer Valley, Tabeel is a community enriched with history and tradition, having served the Laidley community for more than 60 years. Tabeel is part of Lutheran Services, one of Queensland’s longest established aged care providers. We welcome people of all beliefs, faiths and world views. The country Queensland setting offers a relaxing lifestyle surrounded by award-winning gardens, and within a local neighbourhood offering transport, shopping and medical services. Residents can join day trips to Ipswich or Gatton as well as connect with the Laidley community through the local seniors’ group or nearby Bowls club. Independent retirement living, residential aged care and in-home care options are available and supported by onsite amenities which include the beautifully restored Hopeland Hall with kitchen and games room, exercise classes, hydrotherapy, barbecue facilities, creative activities and visiting hairdresser, GP and pharmacy service.",,,,,,,,"Availability|Respite Room|Fern Lodge|Daralee Rooms D39 & D40|Eckert Rooms - 1, 2 & 3|Alonga, Bunya, Currawong, Daralee - Classic|Eckert Room - 4, 5, 6, 7 & 8|Eckert Rooms - 9,10,11 & 12|Alonga, Bunya, Currawong, Daralee - Classic",,,,Nursing|Medication management,,,$15/day spend; 76% satisfaction; prepared onsite,,,,,,,,,,,,,62.88,62.88,unknown,,unknown,,,unknown,,,,,2026-03-19T18:28:29.730Z,,,,,,
Carinity Karinya Place,The Baptist Union of Queensland,,carinity-karinya-place,agedcare@carinity.org.au,1300 109 109,https://carinity.org.au/residential/karinya-place,https://www.myagedcare.gov.au/find-a-provider/search/g33bgy34-the-baptist-union-of-queensland/aged-care-homes/carinity-karinya-place-jmymntq2,26 SAMUEL Street,,LAIDLEY,QLD,4341,,,active,myagedcare,residential_aged_care,,,"Carinity Karinya Place offers a relaxing and secure lifestyle, with all the warmth and comfort of home. Located in Laidley, 7km off the Warrego Highway, our residential aged care centre is close to shops, the hospital and other services and just a 40 minute drive from Ipswich and Toowoomba.",,,,,Residential respite|Dementia,,,Availability|Currently available|Single rooms with ensuite|Single Suite with Ensuite|Single rooms with shared ensuite|Large Single Suite with Shared Ensuite|ROOM NOT AVAILABLE|ROOM NOT AVAILABLE|Single rooms with shared ensuite|Large Single Suite with Shared Ensuite,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 92% satisfaction; prepared onsite,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T18:28:55.346Z,,,,,,
Bethania Gardens,Pu-Fam Pty Ltd,,bethania-gardens,info@stjudes.com.au,(08) 9279 4343,https://stjudes.com.au/aged-care/bethania-gardens/,https://www.myagedcare.gov.au/find-a-provider/search/kw0spg85l1-pu-fam-pty-ltd/aged-care-homes/bethania-gardens-32zmg77pdy,87-91 STATION Road,,BETHANIA,QLD,4205,,,active,myagedcare,residential_aged_care,,,"Conveniently located just a short drive away from Brisbane, Bethania Gardens residential aged care facility provides the highest quality services to those seeking utmost care and comfort. Bethania Gardens boasts a comfortable and nurturing environment to provide a safe, relaxing lifestyle and peace of mind for residents. Our trained and experienced facility staff provide person centered care in a homely environment allowing residents to enjoy their privacy and independence in a communal atmosphere, with stunning views of the landscape designed to promote visual stimulus for our residents. For more information, please contact a friendly member of our team on (08) 9279 4343 or via email at info@stjudes.com.au",,,,,,,,Availability|Singe Room with Ensuite|Single Room with shared Bathroom|Twin Room|Single Room with shared Bathroom,,,,Nursing|Medication management|Dietitian,,,$16/day spend; 77% satisfaction; prepared onsite,,,,,,,,,,,,,157.19,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T18:31:51.388Z,,,,,,
Beaumont Care Wamuran,Beaumont Care (Holdings) Pty Ltd,,beaumont-care-wamuran,concierge@beaumontcare.com.au,1300 217 336,http://www.beaumontcare.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/1s0985zdgh-beaumont-care-holdings-pty-ltd/aged-care-homes/beaumont-care-wamuran-1s00hpm9ff,60 ZIVIANI Road,,WAMURAN,QLD,4512,,,active,myagedcare,residential_aged_care,,,"This stunning, modern community is nestled amongst the daily activity of strawberry, pineapple and blueberry farms. It boasts a backdrop of the glasshouse mountains, making it a perfect home for people who enjoy good old fashioned country hospitality. There are lounge, leisure and outdoor areas to entertain family and friends, including an onsite café and hairdressing salon. With activities, outings, get-togethers and transport to the local town of Wamuran, there is plenty to stay active and engaged. A range of accommodation options are available with every room having a view. A memory unit provides specialist care for those living with dementia. Our caring and highly qualified staff are passionate about ensuring that every resident and client is treated with respect, dignity, and warmth. Beaumont Care is Australian family owned and operated and provides quality, person-centred care and support services designed to suit a range of individual needs – it’s warm-hearted care your way.",,,,,Dementia,,,Availability|Glasshouse Mountain Suite|Countryside Suite|Countryside Grand Suite|Countryside Grand Suite,,,,Nursing|Medication management|Dietitian,,,$16/day spend; ?% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T18:32:06.750Z,,,,,,
Bolton Clarke Seabrook,RSL Care RDNS Limited,,bolton-clarke-seabrook,seabrookrac@boltonclarke.com.au,07 3817 7300,http://www.boltonclarke.com.au/living-options/residential-aged-care/seabrook/,https://www.myagedcare.gov.au/find-a-provider/search/sv9tvng06c-rsl-care-rdns-limited/aged-care-homes/bolton-clarke-seabrook-nwb725748f,15-29 Bonton Avenue,,DECEPTION BAY,QLD,4508,,,active,myagedcare,residential_aged_care,,,"As Australia’s largest independent not-for-profit aged care provider, Bolton Clarke is shaping the future of positive ageing. Our homes are welcoming and safe communities where lifestyle, social connection and individual interests are celebrated, and quality care comes from the heart. In a picturesque seaside location, Seabrook is a Premium home that provides high-quality aged care in a friendly residential environment. Our home provides the peace-of-mind of having a Registered Nurse on duty 24/7. Working together with you and your family, we provide personalised care that responds as needs change, including highly specialised care and dementia support, with wellness programs created around your preferences. Seabrook offer a variety of community events and activities.",,,,,Dementia,,,Availability|Superior,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 61% satisfaction; prepared onsite,,,,,,,,,,,,,132.04,132.04,unknown,,unknown,,,unknown,,,,,2026-03-19T18:32:47.247Z,,,,,,
Blue Care Toowoomba Residential Aged Care Facility,UnitingCare Queensland Limited,,blue-care-toowoomba-residential-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/toowoomba,https://www.myagedcare.gov.au/find-a-provider/search/9tt59b6b-unitingcare-queensland-limited/aged-care-homes/blue-care-toowoomba-residential-aged-care-9txtqycq,256 Stenner Street,,TOOWOOMBA,QLD,4350,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Deluxe Single Room with Private Ensuite|Single Room with Private Ensuite|Single Room with Private Ensuite in a Memory Support Unit,,,,Nursing|Medication management,,,,,,,,,,,,,,,,132.04,141.47,unknown,,unknown,,,unknown,,,,,2026-03-19T18:34:04.620Z,,,,,,
Yaralla Place,APOLLO CARE OPERATIONS PTY LIMITED,,yaralla-place,infoyp@prescare.com.au,07 4120 5800,http://www.prescare.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/jmdn4dm2qx-apollo-care-operations-pty-limited/aged-care-homes/yaralla-place-5jrdzrj92v,2 WINSTON NOBLE Drive,,MARYBOROUGH,QLD,4650,,,active,myagedcare,residential_aged_care,,,"Yaralla Place is a vibrant aged care community conveniently located right in the centre of Maryborough, and adjacent to Maryborough Hospital. Here, each resident is supported to live their way, with grace and dignity, in small households designed to feel like home. And just like home, residents can create their own rewarding routine, enjoy our flexible approach to home-made meals, and continue to maintain valuable connections with their family, friends and the wider community. Our outdoor spaces provide the simple pleasures of a backyard and our kind and compassionate carers focus on each resident as a person. Most importantly, residents feel secure knowing their privacy is respected, their independence is supported and their unique care needs are our highest priority. Catering for both permanent residents and short-term respite guests, we offer private rooms with shared ensuites.",,,,,Residential respite,,,Availability|Private suite|Private suite,,,,Nursing|Medication management|Dietitian,,,$16/day spend; 50% satisfaction; prepared onsite,,,,,,,,,,,,,83.05,83.05,unknown,,unknown,,,unknown,,,,,2026-03-19T18:36:01.510Z,,,,,,
Tricare Labrador Aged Care Residence,TriCare Aged Care Pty Ltd,,tricare-labrador-aged-care-residence,agedcare@tricare.com.au,07 3360 9011,https://www.tricare.com.au/aged-care/gold-coast/labrador-aged-care-residence/?utm_source=macportal&u,https://www.myagedcare.gov.au/find-a-provider/search/7scxvhbd98-tricare-aged-care-pty-ltd/aged-care-homes/tricare-labrador-aged-care-residence-7scxvhbdfc,71 BRIGHTON Street,,BIGGERA WATERS,QLD,4216,,,active,myagedcare,residential_aged_care,,,,,,,,Palliative,,,Availability|Classic Single Room with Private Ensuite – Water Views|Classic Plus Single Room with Private Ensuite|Classic Single Room with Shared Bathroom|Classic Single Room with Shared Ensuite – Water Views|Classic Single Room with Shared Ensuite – Water Views,,,,Nursing|Medication management,,,,,,,,,,,,,,,,104.79,120.51,unknown,,unknown,,,unknown,,,,,2026-03-19T18:37:57.565Z,,,,,,
Anglicare Sq Symes Thorpe Home For The Aged,The Corporation of the Synod of the Diocese of Brisbane,,anglicare-sq-symes-thorpe-home-for-the-aged,enquiries@anglicaresq.org.au,1300 610 610,https://anglicaresq.org.au/symes-thorp-fees,https://www.myagedcare.gov.au/find-a-provider/search/92tpfq1c-the-corporation-of-the-synod-of-the-diocese/aged-care-homes/anglicare-sq-symes-thorpe-home-for-the-aged-g130kyjm,69 STENNER Street,,RANGEVILLE,QLD,4350,,,active,myagedcare,residential_aged_care,,,,,,,,Dementia,,,Availability|Single Ensuited Room (Hibiscus Plus)|Single Ensuited Dementia Room|Single Ensuited/Kitchenette Rm (Ferny),,,,Nursing|Medication management|Dietitian,,,$15/day spend; 67% satisfaction; prepared onsite,,,,,,,,,,,,,83.84,83.84,unknown,,unknown,,,unknown,,,,,2026-03-19T18:38:28.983Z,,,,,,
Estia Health Mount Gravatt East,Estia Investments Pty Ltd,,estia-health-mount-gravatt-east,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/mount-gravatt-east/,https://www.myagedcare.gov.au/find-a-provider/search/jrhq8lm7k5-estia-investments-pty-ltd/aged-care-homes/estia-health-mount-gravatt-east-7scypcnljy,79 FOXGLOVE Street,,MOUNT GRAVATT EAST,QLD,4122,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single Room with Ensuite|Single Room with Ensuite|Currently available|Shared room with shared bathroom,,,,Nursing|Medication management,,,,,,,,,,,,,,,,115.27,125.75,unknown,,unknown,,,unknown,,,,,2026-03-19T18:38:44.167Z,,,,,,
Wongaburra Garden Settlement Hostel,Wongaburra Society,,wongaburra-garden-settlement-hostel,clinicalcaremanager@wongaburra.com.au,07 5540 1400,http://www.wongaburrasociety.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/1ssg1vxb-wongaburra-society/aged-care-homes/wongaburra-garden-settlement-hostel-nhyhqhd,210-218 BRISBANE Street,,BEAUDESERT,QLD,4285,,,active,myagedcare,residential_aged_care,,,"Wongaburra Garden Settlement Hostel provides individualised residential aged care in a beautiful rural setting. The facility overlooks the picturesque Mount Lindesay and is set in a garden like setting reflective of the local rural community. Wongaburra is committed to delivering high-quality aged care services, offering both permanent, home care and respite care. The residential aged care home features fully furnished single rooms with ensuite bathrooms designed to ensure privacy and dignity, and fully furnished shared rooms with shared bathrooms, for couples or two residents in adjoining rooms. Each room is equipped with modern amenities and safety features to meet the needs of residents, including those requiring mobility assistance, dementia-specific care, or palliative care.",,,,,Residential respite|Dementia,,,Availability|Yalboru Ensuite|Little Wing Single with Ensuite|Franciscia- Shared ensuite|Dugandan Single Ensuite|Yalboru Shared Ensuite|Birnam and Adsett Shared Ensuite|Dugandan Shared Ensuite|Dugandan Single Ensuite|Yalboru Shared Ensuite|Birnam and Adsett Shared Ensuite|Dugandan Shared Ensuite,,,,Nursing|Medication management|Dietitian,,,$18/day spend; 78% satisfaction; prepared onsite,,,,,,,,,,,,,81.74,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T18:39:14.515Z,,,,,,
Infinite Care Ipswich,IC (SEQ) Pty Ltd,,infinite-care-ipswich,ipswichfm@infin8care.com.au,07 3454 1800,https://www.infin8care.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/p5skhznnhz-ic-seq-pty-ltd/aged-care-homes/infinite-care-ipswich-xvnbhh8zgc,43 SOUTH Street,,IPSWICH,QLD,4305,,,active,myagedcare,residential_aged_care,,,"Infinite Care Ipswich is located in the heart of the Ipswich CBD. A seven level premium residential offering providing elevated living for permanent and respite residents. Close to Ipswich Hospital, adjoining park, Civic Centre & retail precinct this unique location places residents right into the mix if they choose. All single & double ensuited bedrooms enjoy elevated views and feel spacious, warm and comfortable. Common areas include wellness centre, hair & beauty salon, café restaurant, theatre & activities room, consultation rooms and fine dining. One residential level is fully secure & dedicated to memory support. The Hotel Service team take care of all linen & personal clothing requirements daily, & ensure the home is always kept sparkling clean & welcoming. A passionate Chef-led cooking team prepare fresh meals on-site every day. Meals are crafted on good home-style cooking & cater to all dietary requirements. Security & technology is also a design feature including WIFI.",,,,,Residential respite,,,Availability|Classic|Superior|Signature|Presidential|Companion,,,,Nursing|Medication management|Dietitian,,,$12/day spend; 74% satisfaction; prepared onsite,,,,,,,,,,,,,94.32,125.75,unknown,,unknown,,,unknown,,,,,2026-03-19T18:39:44.755Z,,,,,,
Collinsville Hospital,Mackay Hospital and Health Service,,collinsville-hospital,benjamin.lawrence@health.qld.gov.au,07 4785 4777,,https://www.myagedcare.gov.au/find-a-provider/search/l88xqpcp-mackay-hospital-and-health-service/aged-care-homes/collinsville-hospital-jmg5p9nrs,81-91 GARRICK Street,,COLLINSVILLE,QLD,4804,,,active,myagedcare,residential_aged_care,,,,,,,,,,,,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T18:41:13.369Z,,,,,,
St Vincent Care Services Boondall,St Vincent's Care Services Ltd,,st-vincent-care-services-boondall,svcs.info@svha.org.au,1300 719 243,https://www.svcs.org.au/residential-aged-care/qld/brisbane/boondall,https://www.myagedcare.gov.au/find-a-provider/search/0nx6675jrr-st-vincent-s-care-services-ltd/aged-care-homes/st-vincent-care-services-boondall-hmn7hsq30p,2141 SANDGATE Rd,,BOONDALL,QLD,4034,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Standard Room,,,,Nursing|Medication management|Dietitian,,,$22/day spend; 88% satisfaction; prepared onsite,,,,,,,,,,,,,102.70,102.70,unknown,,unknown,,,unknown,,,,,2026-03-19T18:42:34.651Z,,,,,,
Regis Caboolture,Regis Group Pty Ltd,,regis-caboolture,advice@regis.com.au,1300 998 100,https://www.regis.com.au/residence/regis-caboolture/,https://www.myagedcare.gov.au/find-a-provider/search/1ssg18vc-regis-group-pty-ltd/aged-care-homes/regis-caboolture-g3j3tsg1,65 MEWETT Street,,CABOOLTURE,QLD,4510,,,active,myagedcare,residential_aged_care,,,"Regis Caboolture aged care home is situated in a quiet residential precinct next to Caboolture Public Hospital and the neighbourhood shopping centre. Our aged care home features a beautiful central garden courtyard with a walking track and bus stop for residents to utilise. It is close to the child care centre, local schools, Caboolture Air Museum and the Caboolture Historical Village.",,,,,Dementia,,,Availability|Suite|Private Select|Private Premium|Private Standard|Private|Double Select|Double|Private Standard|Private,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 54% satisfaction; offsite,,,,,,,,,,,,,78.37,83.10,unknown,,unknown,,,unknown,,,,,2026-03-19T18:43:36.223Z,,,,,,
Blue Care Star Of The Sea Elders Village,UnitingCare Queensland Limited,,blue-care-star-of-the-sea-elders-village,r.services@bluecare.org.au,1800 838 929,https://www.unitingcareqld.com.au/services-and-support/aged-care/star-of-the-sea-elders-village,https://www.myagedcare.gov.au/find-a-provider/search/0bbyzgp8-unitingcare-queensland-limited/aged-care-homes/blue-care-star-of-the-sea-elders-village-s6l6b07c,121 WAIBEN Esplanade,,THURSDAY ISLAND,QLD,4875,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite|Dementia,,,Availability|Room 3 - Single room + private ensuite|Single Room with Shared Ensuite|Currently available|Double Room with Private Ensuite|Triple Room with Private Ensuite|Single Room with Shared Ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,69.16,69.16,unknown,,unknown,,,unknown,,,,,2026-03-19T18:45:34.990Z,,,,,,
Aloaka Care Centre,Sundale Ltd,,aloaka-care-centre,aloakamanager@sundale.org.au,07 5422 4500,http://www.sundale.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/g33bgyt1-sundale-ltd/aged-care-homes/aloaka-care-centre-1sts0ym0,52 TAYLOR Street,,KILCOY,QLD,4515,,,active,myagedcare,residential_aged_care,,,"Aloaka Lodge is a welcoming 40-bed Residential Aged Care home located in the beautiful township of Kilcoy. Set within the Kilcoy Campus and surrounded by landscaped gardens, the lodge offers a peaceful and relaxed country setting that feels both comforting and familiar.",,,,,,,,Availability|Single Ensuite - Premium|Single Ensuite - Standard,,,,Nursing|Medication management|Dietitian,,,$15/day spend; 100% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T18:45:50.261Z,,,,,,
Regis Morayfield,Rockpool RAC (Morayfield) Pty Ltd,,regis-morayfield,advice@regis.com.au,1300 998 100,http://www.regis.com.au/residence/regis-morayfield,https://www.myagedcare.gov.au/find-a-provider/search/1msqw8pwp-rockpool-rac-morayfield-pty-ltd/aged-care-homes/regis-morayfield-49hxfxf9g,49 AMY Street,,MORAYFIELD,QLD,4506,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Private Premium|Private Select,,,,Nursing|Medication management|Dietitian,,,$19/day spend; 76% satisfaction; prepared onsite,,,,,,,,,,,,,114.19,173.01,unknown,,unknown,,,unknown,,,,,2026-03-19T18:47:20.398Z,,,,,,
Estia Health Robina,Estia Investments Pty Ltd,,estia-health-robina,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/robina/,https://www.myagedcare.gov.au/find-a-provider/search/7sc9y3szqp-estia-investments-pty-ltd/aged-care-homes/estia-health-robina-ktnwk0sjjg,54 Scottsdale Drive,,ROBINA,QLD,4226,,,active,myagedcare,residential_aged_care,,,"Estia Health Robina offers 24-hour residential care, including dementia care, short-term accommodation, and palliative care, in a modern six-level home on the vibrant Gold Coast. Just minutes from Robina Hospital and a short drive to the stunning beaches of the Gold Coast, the home blends contemporary comfort with genuine care. Residents benefit from the expertise of a dedicated team of clinicians, carers, and hospitality staff, who provide personalised support to enhance clinical, social, and overall wellbeing. With a rooftop garden, an on-site café, stylish bar, cinema, and gym, Estia Health Robina offers an enriching environment complemented by a diverse lifestyle program to create a vibrant and fulfilling community.",,,,,Dementia,,,Availability|Platinum Suite - Single Room with Ensuite|Premium Single Room with Ensuite|Deluxe Single Room with Ensuite,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 70% satisfaction; prepared onsite,,,,,,,,,,,,,155.71,195.82,unknown,,unknown,,,unknown,,,,,2026-03-19T18:48:06.211Z,,,,,,
Palm Lake Aged Care Deception Bay,Palm Lake Care Operations Pty Ltd,,palm-lake-aged-care-deception-bay,caresolutions@palmlake.com.au,1800 246 677,https://palmlakecare.com.au/deception-bay,https://www.myagedcare.gov.au/find-a-provider/search/fyy3tl12-palm-lake-care-operations-pty-ltd/aged-care-homes/palm-lake-aged-care-deception-bay-jmymbgyx,42-46 BAY Avenue,,DECEPTION BAY,QLD,4508,,,active,myagedcare,residential_aged_care,,,Palm Lake Care Deception Bay is just a short stroll from the beach and the pristine waters of Moreton Bay as well as Deception Bay Shopping Centre. We are family owned and operated with more than four decades of local experience. Palm Lake Care Deception Bay is a standout difference when it comes to care and comfort on any budget. Here our residents are amongst friends with the reassurance that the very best care is on hand when needed.,,,,,,,,Availability|Premium Suite|Memory Support Unit - Classic Suite|Classic Suite,,,,Nursing|Medication management|Dietitian,,,$23/day spend; 40% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T18:48:38.486Z,,,,,,
Blue Care Hollingsworth Elders Village,UnitingCare Queensland Limited,,blue-care-hollingsworth-elders-village,r.services@bluecare.org.au,1800 838 929,https://www.unitingcareqld.com.au/services-and-support/aged-care/hollingsworth-elders-village,https://www.myagedcare.gov.au/find-a-provider/search/l88xqnbq-unitingcare-queensland-limited/aged-care-homes/blue-care-hollingsworth-elders-village-32m2dcw6,269-277 HARTLEY Street,,PORTSMITH,QLD,4870,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite|Dementia,,,Availability|Room 1 - Single room + private ensuite|Room 2 - Single room + shared ensuite|Room 2 - Single room + shared ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,71.26,85.93,unknown,,unknown,,,unknown,,,,,2026-03-19T18:49:23.878Z,,,,,,
Lutheran Services - Cooinda Aged Care Centre,LUTHERAN CHURCH OF AUSTRALIA QUEENSLAND DISTRICT,,lutheran-services-cooinda-aged-care-centre,gillian.hyett@lutheranservices.org.au,07 5329 5300,https://www.lutheranservices.org.au/aged-care/cooinda/,https://www.myagedcare.gov.au/find-a-provider/search/s6ctpcjx95-lutheran-church-of-australia-queensland/aged-care-homes/lutheran-services-cooinda-aged-care-centre-n1y7qmxykw,2 COOINDA Street,,GYMPIE,QLD,4570,,,active,myagedcare,residential_aged_care,,,"Cooinda Aged Care has been a part of the Gympie community since 1965, transitioning ownership to Lutheran Services in 2021. We welcome people of all beliefs, faiths and world views. Set amongst 25 acres of bushland and native wildlife in the heart of Gympie, Cooinda specialises in aged care services focused on wellbeing and an enriched quality of life.",,,,,Residential respite,,,"Availability|Classic Room (Acacia, Banksia, Casuarina, Clarkson)|Couple Suite Hibiscus & Jacaranda|Classic Room (Banksia & Casuarina, Clarkson)|Classic Room Hibiscus|Deluxe room (Hibiscus & Jacaranda)|Classic Room Acacia & Banksia in Clarkson|Memory Support Davidson|Classic Room Fern & Jacaranda",,,,Nursing|Medication management|Dietitian,,,$18/day spend; 84% satisfaction; prepared onsite,,,,,,,,,,,,,115.27,130.99,unknown,,unknown,,,unknown,,,,,2026-03-19T18:49:39.182Z,,,,,,
Clermont Multipurpose Health Service,Mackay Hospital and Health Service,,clermont-multipurpose-health-service,jan.faulconbridge@health.qld.gov.au,07 4983 4000,,https://www.myagedcare.gov.au/find-a-provider/search/3225wsr1-mackay-hospital-and-health-service/aged-care-homes/clermont-multipurpose-health-service-jmzppfxnq,,,,QLD,4721,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single Room - Monash|Montcler|Currently available|Shared Room,,,,Nursing|Medication management,,,,,,,,,,,,,,,,,,unknown,,unknown,,,unknown,,,,,2026-03-19T18:53:55.693Z,,,,,,
Seabrae Manor,Tingari Group Pty Ltd,,seabrae-manor,eandrews@seabraemanor.com.au,07 3053 3333,http://www.seabraemanor.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/5jj41t12-tingari-group-pty-ltd/aged-care-homes/seabrae-manor-g161455,21 BUCHANAN Street,,ROTHWELL,QLD,4022,,,active,myagedcare,residential_aged_care,,,"Quality permanent residential accommodation, dementia specific services, concessional places and respite services.",,,,,Residential respite|Dementia,,,Availability|Superior|Deluxe|Premium|Superior Shared,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 70% satisfaction; prepared onsite,,,,,,,,,,,,,73.36,104.79,unknown,,unknown,,,unknown,,,,,2026-03-19T18:54:41.707Z,,,,,,
